"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"24184","0","0","0"
"24186","0","0","0"
"24188","0","0","0"
"24194","0","0","0"
"24196","0","0","0"
"24200","0","0","0"
"24202","0","0","0"
"24208","0","0","0"
"24216","0","0","0"
"24222","0","0","0"
"24224","0","0","0"
"24226","0","0","0"
"24230","0","0","0"
"24232","0","0","0"
"24238","0","0","0"
"24246","1","1","1"
"24248","0","0","0"
"24250","0","0","0"
"24252","0","0","0"
"24258","0","0","0"
"24260","0","0","0"
"24262","1","1","1"
"24264","0","0","0"
"24266","0","0","0"
"24268","0","0","0"
"24270","0","0","0"
"24274","0","0","0"
"24276","0","0","0"
"24286","0","0","0"
"24288","0","0","0"
"24292","0","0","0"
"24298","0","0","0"
"24300","1","1","1"
"24302","0","0","0"
"24306","0","0","0"
"24308","0","0","0"
"24314","0","0","0"
"24318","0","0","0"
"24320","0","0","0"
"24332","0","0","0"
"24334","0","0","0"
"24336","0","0","0"
"24340","0","0","0"
"24346","0","0","0"
"24348","0","0","0"
"24350","1","1","1"
"24352","0","0","0"
"24354","0","0","0"
"24356","0","0","0"
"24362","0","0","0"
"24364","0","0","0"
"24368","0","0","0"
"24372","0","0","0"
"24374","0","0","0"
"24386","0","0","0"
"24388","0","0","0"
"24390","0","0","0"
"24394","0","0","0"
"24396","0","0","0"
"24400","0","0","0"
"24404","0","0","0"
"24406","0","0","0"
"24408","0","0","0"
"24410","0","0","0"
"24414","0","0","0"
"24422","0","0","0"
"24424","0","0","0"
"24426","0","0","0"
"24428","0","0","0"
"24432","0","0","0"
"24438","0","0","0"
"24440","0","0","0"
"24442","0","0","0"
"24450","0","0","0"
"24452","0","0","0"
"24454","0","0","0"
"24458","0","0","0"
"24460","0","0","0"
"24462","0","0","0"
"24464","0","0","0"
"24468","0","0","0"
"24470","0","0","0"
"24472","0","0","0"
"24476","0","0","0"
"24478","0","0","0"
"24482","0","0","0"
"24484","0","0","0"
"24490","0","0","0"
"24494","0","0","0"
"24498","0","0","0"
"24500","0","0","0"
"24504","0","0","0"
"24508","0","0","0"
"24512","0","0","0"
"24516","0","0","0"
"24526","0","0","0"
"24530","0","0","0"
"24534","0","0","0"
"24536","1","1","1"
"24542","0","0","0"
"24546","0","0","0"
"24548","0","0","0"
"24554","0","0","0"
"24556","0","0","0"
"24558","0","0","0"
"24560","0","0","0"
"24564","0","0","0"
"24566","0","0","0"
"24570","0","0","0"
"24572","0","0","0"
"24574","0","0","0"
"24576","0","0","0"
"24578","0","0","0"
"24582","1","1","1"
"24584","0","0","0"
"24586","0","0","0"
"24590","0","0","0"
"24594","0","0","0"
"24596","0","0","0"
"24608","0","0","0"
"24610","0","0","0"
"24618","0","0","0"
"24628","0","0","0"
"24636","0","0","0"
"24640","0","0","0"
"24648","0","0","0"
"24656","0","0","0"
"24660","0","0","0"
"24664","0","0","0"
"24670","1","1","1"
"24674","0","0","0"
"24676","0","0","0"
"24678","0","0","0"
"24682","0","0","0"
"24686","0","0","0"
"24694","0","0","0"
"24698","1","1","1"
"24704","1","1","1"
"24706","0","0","0"
"24708","0","0","0"
"24716","1","1","1"
"24720","0","0","0"
"24722","0","0","0"
"24728","0","0","0"
"24730","0","0","0"
"24736","0","0","0"
"24740","0","0","0"
"24748","0","0","0"
"24756","0","0","0"
"24760","0","0","0"
"24762","0","0","0"
"24764","0","0","0"
"24768","0","0","0"
"24770","0","0","0"
"24772","0","0","0"
"24774","0","0","0"
"24776","0","0","0"
"24780","0","0","0"
"24784","0","0","0"
"24786","0","0","0"
"24790","0","0","0"
"24792","0","0","0"
"24794","1","1","1"
"24796","0","0","0"
"24798","0","0","0"
"24802","0","0","0"
"24810","0","0","0"
"24822","0","0","0"
"24824","1","1","1"
"24826","0","0","0"
"24830","0","0","0"
"24832","0","0","0"
"24840","0","0","0"
"24846","0","0","0"
"24848","0","0","0"
"24852","0","0","0"
"24854","0","0","0"
"24858","0","0","0"
"24860","0","0","0"
"24864","0","0","0"
"24866","0","0","0"
"24872","0","0","0"
"24874","0","0","0"
"24880","0","0","0"
"24884","1","1","1"
"24886","0","0","0"
"24890","0","0","0"
"24892","0","0","0"
"24896","0","0","0"
"24900","0","0","0"
"24904","0","0","0"
"24906","0","0","0"
"24912","0","0","0"
"24914","0","0","0"
"24920","0","0","0"
"24922","0","0","0"
"24926","0","0","0"
"24934","0","0","0"
"24940","0","0","0"
"24944","0","0","0"
"24950","0","0","0"
"24954","0","0","0"
"24956","1","1","1"
"24962","0","0","0"
"24964","0","0","0"
"24966","0","0","0"
"24968","0","0","0"
"24970","0","0","0"
"24980","0","0","0"
"24982","0","0","0"
"24984","0","0","0"
"24986","0","0","0"
"24990","0","0","0"
"24992","0","0","0"
"24994","0","0","0"
"24998","0","0","0"
"25002","1","1","1"
"25008","0","0","0"
"25010","0","0","0"
"25012","0","0","0"
"25014","0","0","0"
"25016","0","0","0"
"25018","0","0","0"
"25022","0","0","0"
"25026","1","1","1"
"25028","0","0","0"
"25030","0","0","0"
"25032","0","0","0"
"25034","0","0","0"
"25036","0","0","0"
"25040","0","0","0"
"25046","0","0","0"
"25048","0","0","0"
"25050","0","0","0"
"25054","0","0","0"
"25068","0","0","0"
"25074","0","0","0"
"25078","0","0","0"
"25082","0","0","0"
"25084","0","0","0"
"25088","0","0","0"
"25090","0","0","0"
"25092","0","0","0"
"25094","0","0","0"
"25096","0","0","0"
"25102","1","1","1"
"25104","0","0","0"
"25106","0","0","0"
"25108","0","0","0"
"25112","0","0","0"
"25116","0","0","0"
"25128","0","0","0"
"25140","0","0","0"
"25142","0","0","0"
"25144","0","0","0"
"25146","0","0","0"
"25150","0","0","0"
"25152","0","0","0"
"25154","0","0","0"
"25156","0","0","0"
"25158","0","0","0"
"25162","0","0","0"
"25164","0","0","0"
"25168","0","0","0"
"25170","0","0","0"
"25172","0","0","0"
"25174","0","0","0"
"25176","0","0","0"
"25182","0","0","0"
"25186","0","0","0"
"25192","0","0","0"
"25194","0","0","0"
"25196","0","0","0"
"25198","0","0","0"
"25206","0","0","0"
"25212","0","0","0"
"25214","0","0","0"
"25216","0","0","0"
"25220","0","0","0"
"25224","0","0","0"
"25226","0","0","0"
"25228","0","0","0"
"25230","1","1","1"
"25232","0","0","0"
"25234","0","0","0"
"25236","1","1","1"
"25244","0","0","0"
"25246","0","0","0"
"25250","0","0","0"
"25258","0","0","0"
"25262","0","0","0"
"25272","0","0","0"
"25276","0","0","0"
"25278","0","0","0"
"25280","0","0","0"
"25282","0","0","0"
"25286","0","0","0"
"25294","0","0","0"
"25298","0","0","0"
"25304","0","0","0"
"25314","0","0","0"
"25316","0","0","0"
"25318","0","0","0"
"25324","0","0","0"
"25332","0","0","0"
"25336","0","0","0"
"25340","0","0","0"
"25342","0","0","0"
"25346","0","0","0"
"25352","0","0","0"
"25356","0","0","0"
"25362","0","0","0"
"25366","0","0","0"
"25368","0","0","0"
"25370","0","0","0"
"25372","0","0","0"
"25376","0","0","0"
"25378","0","0","0"
"25380","0","0","0"
"25386","0","0","0"
"25390","0","0","0"
"25396","0","0","0"
"25398","0","0","0"
"25404","0","0","0"
"25406","0","0","0"
"25410","0","0","0"
"25414","0","0","0"
"25430","0","0","0"
"25432","0","0","0"
"25436","0","0","0"
"25438","0","0","0"
"25440","1","1","1"
"25442","0","0","0"
"25446","0","0","0"
"25452","0","0","0"
"25464","0","0","0"
"25468","0","0","0"
"25470","0","0","0"
"25474","0","0","0"
"25476","0","0","0"
"25484","0","0","0"
"25486","0","0","0"
"25490","0","0","0"
"25492","1","1","1"
"25496","0","0","0"
"25498","0","0","0"
"25500","0","0","0"
"25504","0","0","0"
"25508","0","0","0"
"25510","0","0","0"
"25512","0","0","0"
"25514","0","0","0"
"25516","0","0","0"
"25522","0","0","0"
"25524","0","0","0"
"25526","0","0","0"
"25532","0","0","0"
"25536","0","0","0"
"25542","0","0","0"
"25544","0","0","0"
"25546","0","0","0"
"25548","0","0","0"
"25550","0","0","0"
"25552","0","0","0"
"25556","0","0","0"
"25558","1","1","1"
"25560","0","0","0"
"25566","0","0","0"
"25570","0","0","0"
"25574","0","0","0"
"25580","0","0","0"
"25586","0","0","0"
"25588","1","1","1"
"25594","1","1","1"
"25596","0","0","0"
"25606","0","0","0"
"25608","0","0","0"
"25614","0","0","0"
"25616","0","0","0"
"25622","0","0","0"
"25624","0","0","0"
"25634","0","0","0"
"25642","0","0","0"
"25644","0","0","0"
"25650","0","0","0"
"25652","0","0","0"
"25654","0","0","0"
"25658","0","0","0"
"25660","0","0","0"
"25664","0","0","0"
"25668","0","0","0"
"25670","0","0","0"
"25674","0","0","0"
"25676","0","0","0"
"25680","0","0","0"
"25682","0","0","0"
"25686","0","0","0"
"25690","0","0","0"
"25698","0","0","0"
"25704","0","0","0"
"25708","0","0","0"
"25710","0","0","0"
"25712","0","0","0"
"25714","0","0","0"
"25718","0","0","0"
"25720","0","0","0"
"25722","0","0","0"
"25724","0","0","0"
"25726","0","0","0"
"25736","0","0","0"
"25742","0","0","0"
"25748","1","1","1"
"25750","1","1","1"
"25752","0","0","0"
"25754","0","0","0"
"25756","0","0","0"
"25758","0","0","0"
"25762","0","0","0"
"25766","0","0","0"
"25768","0","0","0"
"25770","0","0","0"
"25772","0","0","0"
"25774","0","0","0"
"25776","0","0","0"
"25778","0","0","0"
"25782","0","0","0"
"25784","0","0","0"
"25786","0","0","0"
"25796","0","0","0"
"25800","0","0","0"
"25802","0","0","0"
"25806","0","0","0"
"25808","0","0","0"
"25818","0","0","0"
"25820","0","0","0"
"25822","0","0","0"
"25824","0","0","0"
"25830","0","0","0"
"25832","0","0","0"
"25838","0","0","0"
"25844","0","0","0"
"25846","0","0","0"
"25850","0","0","0"
"25852","0","0","0"
"25854","0","0","0"
"25856","0","0","0"
"25858","0","0","0"
"25860","0","0","0"
"25862","0","0","0"
"25864","0","0","0"
"25870","0","0","0"
"25872","0","0","0"
"25876","0","0","0"
"25880","0","0","0"
"25882","0","0","0"
"25886","0","0","0"
"25888","0","0","0"
"25892","0","0","0"
"25894","0","0","0"
"25896","0","0","0"
"25900","0","0","0"
"25908","0","0","0"
"25910","0","0","0"
"25918","0","0","0"
"25936","1","1","1"
"25940","0","0","0"
"25946","0","0","0"
"25948","0","0","0"
"25950","0","0","0"
"25956","0","0","0"
"25958","0","0","0"
"25964","0","0","0"
"25966","0","0","0"
"25968","0","0","0"
"25972","0","0","0"
"25974","0","0","0"
"25978","0","0","0"
"25980","0","0","0"
"25982","1","1","1"
"25990","0","0","0"
"25992","0","0","0"
"25998","0","0","0"
"26000","0","0","0"
"26002","0","0","0"
"26010","0","0","0"
"26012","0","0","0"
"26014","0","0","0"
"26022","0","0","0"
"26026","0","0","0"
"26030","0","0","0"
"26038","0","0","0"
"26040","0","0","0"
"26042","0","0","0"
"26044","0","0","0"
"26054","0","0","0"
"26056","0","0","0"
"26060","0","0","0"
"26064","0","0","0"
"26070","0","0","0"
"26080","0","0","0"
"26084","0","0","0"
"26086","1","1","1"
"26088","0","0","0"
"26090","2","2","2"
"26092","0","0","0"
"26094","0","0","0"
"26098","0","0","0"
"26102","0","0","0"
"26104","0","0","0"
"26108","0","0","0"
"26116","0","0","0"
"26118","0","0","0"
"26120","1","1","1"
"26122","0","0","0"
"26128","0","0","0"
"26132","0","0","0"
"26134","0","0","0"
"26136","0","0","0"
"26140","0","0","0"
"26142","0","0","0"
"26146","0","0","0"
"26148","0","0","0"
"26152","0","0","0"
"26160","0","0","0"
"26162","0","0","0"
"26164","0","0","0"
"26168","0","0","0"
"26174","0","0","0"
"26176","0","0","0"
"26178","0","0","0"
"26182","0","0","0"
"26188","0","0","0"
"26192","0","0","0"
"26194","0","0","0"
"26198","0","0","0"
"26200","0","0","0"
"26202","0","0","0"
"26204","0","0","0"
"26208","0","0","0"
"26212","0","0","0"
"26214","0","0","0"
"26218","0","0","0"
"26226","0","0","0"
"26228","0","0","0"
"26232","0","0","0"
"26234","1","1","1"
"26236","0","0","0"
"26238","0","0","0"
"26242","1","1","1"
"26246","0","0","0"
"26250","0","0","0"
"26254","0","0","0"
"26256","0","0","0"
"26262","0","0","0"
"26264","0","0","0"
"26266","0","0","0"
"26268","1","1","1"
"26270","0","0","0"
"26280","0","0","0"
"26282","0","0","0"
"26284","0","0","0"
"26292","0","0","0"
"26296","0","0","0"
"26304","0","0","0"
"26306","0","0","0"
"26308","0","0","0"
"26310","0","0","0"
"26314","0","0","0"
"26316","1","1","1"
"26322","0","0","0"
"26324","0","0","0"
"26326","0","0","0"
"26344","0","0","0"
"26350","0","0","0"
"26352","0","0","0"
"26356","0","0","0"
"26360","0","0","0"
"26364","0","0","0"
"26366","0","0","0"
"26370","0","0","0"
"26378","0","0","0"
"26382","0","0","0"
"26384","0","0","0"
"26390","0","0","0"
"26392","0","0","0"
"26404","0","0","0"
"26406","1","1","1"
"26408","0","0","0"
"26420","0","0","0"
"26424","0","0","0"
"26426","0","0","0"
"26428","0","0","0"
"26430","0","0","0"
"26432","0","0","0"
"26438","0","0","0"
"26442","1","1","1"
"26444","0","0","0"
"26446","0","0","0"
"26448","0","0","0"
"26460","0","0","0"
"26464","0","0","0"
"26466","0","0","0"
"26470","0","0","0"
"26486","0","0","0"
"26488","0","0","0"
"26492","0","0","0"
"26494","0","0","0"
"26496","0","0","0"
"26502","0","0","0"
"26506","0","0","0"
"26510","0","0","0"
"26512","0","0","0"
"26516","0","0","0"
"26520","0","0","0"
"26522","0","0","0"
"26524","0","0","0"
"26526","0","0","0"
"26528","0","0","0"
"26534","0","0","0"
"26536","0","0","0"
"26540","0","0","0"
"26542","0","0","0"
"26544","0","0","0"
"26550","0","0","0"
"26552","0","0","0"
"26556","0","0","0"
"26558","0","0","0"
"26560","0","0","0"
"26570","0","0","0"
"26572","0","0","0"
"26578","0","0","0"
"26580","0","0","0"
"26582","0","0","0"
"26592","0","0","0"
"26594","0","0","0"
"26606","0","0","0"
"26608","0","0","0"
"26610","0","0","0"
"26614","0","0","0"
"26616","0","0","0"
"26620","0","0","0"
"26624","0","0","0"
"26628","0","0","0"
"26630","1","1","1"
"26632","1","1","1"
"26638","0","0","0"
"26646","0","0","0"
"26650","0","0","0"
"26654","0","0","0"
"26670","0","0","0"
"26674","0","0","0"
"26676","0","0","0"
"26680","0","0","0"
"26682","0","0","0"
"26684","0","0","0"
"26690","0","0","0"
"26694","0","0","0"
"26696","0","0","0"
"26698","1","1","1"
"26700","0","0","0"
"26702","0","0","0"
"26704","0","0","0"
"26706","0","0","0"
"26708","0","0","0"
"26710","0","0","0"
"26712","1","1","1"
"26714","0","0","0"
"26718","0","0","0"
"26722","0","0","0"
"26736","0","0","0"
"26738","0","0","0"
"26740","0","0","0"
"26742","0","0","0"
"26746","0","0","0"
"26750","0","0","0"
"26752","0","0","0"
"26760","0","0","0"
"26762","0","0","0"
"26764","0","0","0"
"26766","0","0","0"
"26770","0","0","0"
"26780","0","0","0"
"26782","0","0","0"
"26788","0","0","0"
"26790","0","0","0"
"26796","0","0","0"
"26798","0","0","0"
"26802","0","0","0"
"26804","0","0","0"
"26808","0","0","0"
"26820","0","0","0"
"26826","0","0","0"
"26828","0","0","0"
"26832","0","0","0"
"26838","0","0","0"
"26844","0","0","0"
"26846","0","0","0"
"26848","0","0","0"
"26850","0","0","0"
"26854","0","0","0"
"26858","0","0","0"
"26860","0","0","0"
"26864","0","0","0"
"26866","1","1","1"
"26868","0","0","0"
"26872","0","0","0"
"26874","0","0","0"
"26880","0","0","0"
"26882","0","0","0"
"26888","0","0","0"
"26890","0","0","0"
"26892","0","0","0"
"26894","0","0","0"
"26896","0","0","0"
"26900","0","0","0"
"26902","0","0","0"
"26906","0","0","0"
"26910","0","0","0"
"26912","1","1","1"
"26914","0","0","0"
"26916","0","0","0"
"26932","0","0","0"
"26936","0","0","0"
"26938","0","0","0"
"26942","0","0","0"
"26950","0","0","0"
"26952","0","0","0"
"26956","0","0","0"
"26958","0","0","0"
"26960","0","0","0"
"26962","0","0","0"
"26964","0","0","0"
"26966","0","0","0"
"26968","0","0","0"
"26970","0","0","0"
"26974","0","0","0"
"26978","0","0","0"
"26980","0","0","0"
"26982","0","0","0"
"26984","0","0","0"
"26988","0","0","0"
"26992","0","0","0"
"26998","0","0","0"
"27004","0","0","0"
"27010","0","0","0"
"27012","0","0","0"
"27014","0","0","0"
"27016","1","1","1"
"27018","1","1","1"
"27026","0","0","0"
"27032","0","0","0"
"27036","0","0","0"
"27038","0","0","0"
"27048","0","0","0"
"27052","0","0","0"
"27054","0","0","0"
"27056","0","0","0"
"27058","1","1","1"
"27060","0","0","0"
"27062","0","0","0"
"27064","0","0","0"
"27066","0","0","0"
"27068","0","0","0"
"27070","0","0","0"
"27076","0","0","0"
"27082","0","0","0"
"27084","1","1","1"
"27096","0","0","0"
"27100","1","1","1"
"27106","0","0","0"
"27108","0","0","0"
"27110","0","0","0"
"27112","0","0","0"
"27118","0","0","0"
"27120","0","0","0"
"27126","0","0","0"
"27128","0","0","0"
"27130","0","0","0"
"27132","0","0","0"
"27134","0","0","0"
"27138","0","0","0"
"27140","0","0","0"
"27142","0","0","0"
"27148","0","0","0"
"27150","0","0","0"
"27154","0","0","0"
"27158","0","0","0"
"27160","0","0","0"
"27162","0","0","0"
"27164","0","0","0"
"27168","0","0","0"
"27178","0","0","0"
"27180","0","0","0"
"27182","0","0","0"
"27184","0","0","0"
"27188","0","0","0"
"27192","0","0","0"
"27194","0","0","0"
"27200","0","0","0"
"27204","0","0","0"
"27210","0","0","0"
"27212","0","0","0"
"27214","0","0","0"
"27218","1","1","1"
"27224","0","0","0"
"27226","0","0","0"
"27234","0","0","0"
"27236","0","0","0"
"27254","0","0","0"
"27258","0","0","0"
"27260","0","0","0"
"27262","0","0","0"
"27264","0","0","0"
"27266","0","0","0"
"27268","0","0","0"
"27270","0","0","0"
"27272","0","0","0"
"27274","0","0","0"
"27276","0","0","0"
"27278","0","0","0"
"27280","0","0","0"
"27284","0","0","0"
"27286","0","0","0"
"27290","0","0","0"
"27294","0","0","0"
"27300","0","0","0"
"27302","0","0","0"
"27306","0","0","0"
"27308","1","1","1"
"27312","0","0","0"
"27314","0","0","0"
"27316","0","0","0"
"27320","0","0","0"
"27324","0","0","0"
"27326","0","0","0"
"27334","0","0","0"
"27336","0","0","0"
"27338","0","0","0"
"27340","0","0","0"
"27346","0","0","0"
"27348","0","0","0"
"27350","0","0","0"
"27354","0","0","0"
"27356","0","0","0"
"27358","0","0","0"
"27360","0","0","0"
"27366","0","0","0"
"27370","0","0","0"
"27374","0","0","0"
"27378","0","0","0"
"27384","0","0","0"
"27388","0","0","0"
"27392","0","0","0"
"27394","0","0","0"
"27404","0","0","0"
"27408","0","0","0"
"27412","0","0","0"
"27416","0","0","0"
"27422","0","0","0"
"27426","0","0","0"
"27428","0","0","0"
"27436","0","0","0"
"27438","0","0","0"
"27440","0","0","0"
"27442","0","0","0"
"27444","0","0","0"
"27448","0","0","0"
"27450","0","0","0"
"27452","0","0","0"
"27454","0","0","0"
"27456","0","0","0"
"27462","0","0","0"
"27468","0","0","0"
"27470","0","0","0"
"27476","0","0","0"
"27480","0","0","0"
"27482","0","0","0"
"27484","0","0","0"
"27486","0","0","0"
"27488","0","0","0"
"27490","0","0","0"
"27494","0","0","0"
"27496","0","0","0"
"27504","0","0","0"
"27508","0","0","0"
"27510","0","0","0"
"27520","0","0","0"
"27522","0","0","0"
"27526","0","0","0"
"27528","0","0","0"
"27532","0","0","0"
"27534","0","0","0"
"27536","0","0","0"
"27538","0","0","0"
"27540","0","0","0"
"27546","0","0","0"
"27556","0","0","0"
"27558","0","0","0"
"27562","0","0","0"
"27564","0","0","0"
"27566","0","0","0"
"27570","0","0","0"
"27586","0","0","0"
"27600","0","0","0"
"27602","0","0","0"
"27604","0","0","0"
"27606","0","0","0"
"27610","0","0","0"
"27620","0","0","0"
"27622","1","1","1"
"27624","1","1","1"
"27626","0","0","0"
"27628","0","0","0"
"27630","0","0","0"
"27632","0","0","0"
"27636","0","0","0"
"27638","0","0","0"
"27640","0","0","0"
"27644","0","0","0"
"27646","0","0","0"
"27658","1","1","1"
"27666","0","0","0"
"27668","0","0","0"
"27670","0","0","0"
"27672","0","0","0"
"27674","0","0","0"
"27678","1","1","1"
"27680","0","0","0"
"27686","0","0","0"
"27690","1","1","1"
"27694","1","1","1"
"27702","0","0","0"
"27704","0","0","0"
"27710","0","0","0"
"27716","0","0","0"
"27718","1","1","1"
"27720","0","0","0"
"27724","0","0","0"
"27732","0","0","0"
"27734","0","0","0"
"27736","0","0","0"
"27738","0","0","0"
"27740","0","0","0"
"27742","0","0","0"
"27744","0","0","0"
"27746","0","0","0"
"27754","0","0","0"
"27772","0","0","0"
"27774","0","0","0"
"27776","0","0","0"
"27778","0","0","0"
"27782","0","0","0"
"27784","0","0","0"
"27788","0","0","0"
"27792","0","0","0"
"27800","0","0","0"
"27802","0","0","0"
"27804","0","0","0"
"27808","0","0","0"
"27814","0","0","0"
"27816","0","0","0"
"27820","0","0","0"
"27822","0","0","0"
"27826","0","0","0"
"27828","0","0","0"
"27830","0","0","0"
"27832","0","0","0"
"27838","0","0","0"
"27846","0","0","0"
"27848","0","0","0"
"27850","0","0","0"
"27852","0","0","0"
"27856","0","0","0"
"27858","0","0","0"
"27862","0","0","0"
"27864","0","0","0"
"27866","0","0","0"
"27872","0","0","0"
"27884","0","0","0"
"27886","0","0","0"
"27890","0","0","0"
"27892","0","0","0"
